                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    255,               0.031557,               0.014527,               0.011714,             0.00023571,                0.72904,                0.62162,                0.72147,                0.34891,                0.72904,                0.62162,                0.72147,                 0.3187,               0.043015,               0.010939,               0.010689,             0.00022147,               0.007714,               0.007714,               0.007714
                    256,               0.030739,               0.012164,               0.010611,             0.00026915,                0.77873,                0.78378,                0.73634,                0.38675,                0.77873,                0.78378,                0.73634,                0.38009,               0.040482,               0.010368,              0.0096798,             0.00027546,               0.007705,               0.007705,               0.007705
                    257,               0.031435,               0.012938,               0.012054,             0.00029406,                 0.7017,                0.69943,                0.64866,                0.35979,                 0.7017,                0.69943,                0.64866,                0.33868,               0.039821,               0.010138,                0.01053,             0.00028925,               0.007696,               0.007696,               0.007696
                    258,               0.029891,               0.012426,               0.011193,             0.00029808,                 0.7098,                0.62162,                0.64057,                0.30838,                 0.7098,                0.62162,                0.64057,                0.28033,               0.044396,               0.010505,               0.011919,             0.00027861,               0.007687,               0.007687,               0.007687
                    259,               0.032021,               0.011705,               0.011689,             0.00029517,                0.73657,                0.64865,                0.61117,                0.31232,                0.73657,                0.64865,                0.61117,                0.29744,               0.041201,                0.01002,               0.012156,             0.00022762,               0.007678,               0.007678,               0.007678
                    260,               0.030305,               0.012434,                0.01083,             0.00028338,                0.73453,                0.52372,                0.52848,                0.24505,                0.69661,                0.49669,                0.50941,                0.22973,               0.044165,               0.010421,               0.015465,             0.00036884,               0.007669,               0.007669,               0.007669
                    261,               0.031084,               0.011993,               0.011907,             0.00031029,                0.76851,                 0.7027,                0.66957,                0.34069,                0.76851,                 0.7027,                0.66957,                0.31747,               0.041475,               0.010697,               0.012139,             0.00030973,                0.00766,                0.00766,                0.00766
                    262,               0.029113,               0.011704,               0.011141,             0.00033008,                0.65716,                0.54054,                0.56181,                0.26932,                0.56329,                0.59268,                0.54028,                 0.2546,               0.046143,               0.010907,               0.012964,              0.0002837,               0.007651,               0.007651,               0.007651
                    263,               0.030048,               0.012184,               0.011663,             0.00029394,                0.73247,                0.66617,                0.57298,                0.28691,                0.72215,                0.64865,                0.55249,                 0.2533,               0.044062,               0.011828,               0.011696,             0.00032158,               0.007642,               0.007642,               0.007642
                    264,               0.029523,               0.012209,               0.011852,             0.00028618,                 0.4429,                0.51351,                0.45229,                 0.2212,                0.46653,                0.54054,                0.46238,                0.20355,               0.047496,               0.012545,               0.014086,             0.00028204,               0.007633,               0.007633,               0.007633
                    265,               0.030488,               0.011784,               0.010689,             0.00026027,                0.80263,                 0.7027,                0.66482,                 0.3602,                0.80263,                 0.7027,                0.66482,                0.33843,               0.042713,               0.013211,               0.010127,             0.00028393,               0.007624,               0.007624,               0.007624
                    266,               0.030242,               0.012443,               0.011585,             0.00027188,                0.48877,                0.51351,                0.47178,                0.23123,                0.48877,                0.51351,                 0.5025,                0.20637,               0.047341,               0.013965,               0.014242,             0.00031071,               0.007615,               0.007615,               0.007615
                    267,               0.031931,               0.013593,               0.011721,              0.0002774,                0.69971,                0.62994,                0.59907,                0.31758,                0.72952,                0.65623,                0.63129,                0.29574,               0.043414,                0.01199,               0.011582,             0.00030109,               0.007606,               0.007606,               0.007606
                    268,                0.02903,               0.011888,               0.010622,             0.00033853,                0.65547,                 0.7027,                0.62442,                0.31125,                0.68095,                0.72973,                0.66442,                 0.2928,               0.042694,               0.010988,               0.011322,             0.00036324,               0.007597,               0.007597,               0.007597
                    269,               0.030735,               0.013296,                0.01155,             0.00036241,                 0.7365,                0.62162,                0.65637,                0.35703,                 0.7365,                0.62162,                  0.656,                0.34079,               0.043035,               0.011804,               0.010827,             0.00038681,               0.007588,               0.007588,               0.007588
                    270,               0.030635,               0.013251,               0.011654,              0.0003515,                0.89132,                0.44368,                0.54204,                0.27215,                0.89132,                0.44368,                0.54204,                0.28463,                 0.0458,               0.011229,               0.015825,             0.00034241,               0.007579,               0.007579,               0.007579
                    271,               0.028757,                0.01149,               0.009736,             0.00029551,                0.69811,                0.67568,                0.64937,                0.30561,                0.69811,                0.67568,                 0.6431,                0.30871,               0.044797,               0.012432,                0.01207,             0.00042423,                0.00757,                0.00757,                0.00757
                    272,               0.030109,               0.011899,               0.010883,             0.00033054,                0.72437,                 0.7027,                0.65831,                0.32942,                0.75223,                0.72973,                0.67619,                0.31709,               0.043175,                 0.0121,               0.011319,             0.00050463,               0.007561,               0.007561,               0.007561
                    273,               0.030961,               0.011655,                 0.0103,             0.00025864,                0.68665,                0.62162,                0.62995,                0.32996,                0.65609,                0.59459,                0.60566,                0.32754,               0.043882,               0.011018,               0.011783,             0.00045702,               0.007552,               0.007552,               0.007552
                    274,               0.029547,               0.011359,               0.012264,              0.0002764,                0.72396,                0.40541,                0.48608,                0.25746,                0.72396,                0.40541,                0.47926,                0.24554,               0.048974,               0.011419,               0.017785,             0.00098305,               0.007543,               0.007543,               0.007543
                    275,               0.028565,               0.011296,               0.010205,             0.00032802,                0.56686,                 0.2973,                0.36301,                0.17003,                0.63813,                0.32432,                0.39125,                0.16221,                0.05776,                0.01312,               0.018607,             0.00087456,               0.007534,               0.007534,               0.007534
                    276,                0.02816,               0.011404,                0.01116,             0.00032798,                0.71879,                0.56757,                 0.5974,                0.27061,                0.71879,                0.56757,                 0.5974,                0.25075,               0.047877,               0.011295,               0.013446,             0.00033806,               0.007525,               0.007525,               0.007525
                    277,               0.028541,               0.011456,               0.010267,             0.00031545,                0.69129,                0.72632,                0.66865,                0.29995,                0.69129,                0.72632,                 0.6648,                0.28764,               0.046191,               0.011402,                0.01094,             0.00045519,               0.007516,               0.007516,               0.007516
                    278,               0.027703,                0.01195,               0.010186,             0.00028036,                0.79979,                0.67568,                0.65331,                0.29877,                0.76757,                0.64865,                0.62987,                0.27017,               0.045328,               0.011615,               0.011275,             0.00043482,               0.007507,               0.007507,               0.007507
                    279,               0.029918,               0.013261,               0.011541,             0.00025417,                0.78071,                0.67362,                0.62882,                0.27932,                0.70653,                0.64865,                0.58003,                0.27044,               0.047362,               0.011748,               0.011707,             0.00050898,               0.007498,               0.007498,               0.007498
                    280,               0.030114,                0.01172,               0.010914,             0.00026581,                0.65519,                0.64865,                0.63944,                0.29102,                0.60059,                0.59459,                0.60962,                0.28692,               0.045262,               0.011559,               0.011095,             0.00031363,               0.007489,               0.007489,               0.007489
                    281,               0.029279,               0.012196,               0.010568,             0.00033966,                0.69444,                0.67568,                 0.6522,                0.35842,                0.69444,                0.67568,                0.66384,                0.33859,               0.045211,               0.011904,               0.010823,             0.00030979,                0.00748,                0.00748,                0.00748
                    282,               0.028964,                0.01132,                0.01048,             0.00031184,                0.63986,                0.67234,                0.64108,                0.29364,                 0.6145,                0.64865,                0.60784,                0.27521,               0.046701,               0.011107,               0.011251,             0.00035723,               0.007471,               0.007471,               0.007471
                    283,                0.02942,               0.014231,               0.010695,             0.00027281,                0.69547,                0.64865,                0.63438,                 0.3016,                0.71197,                0.62162,                0.61317,                0.26076,               0.045874,               0.012116,               0.011779,             0.00030012,               0.007462,               0.007462,               0.007462
                    284,               0.028627,                0.01231,               0.011284,             0.00025351,                0.84561,                0.45946,                  0.507,                 0.2049,                 0.7928,                0.43243,                0.46643,                0.16726,               0.048829,               0.011338,               0.015546,             0.00037937,               0.007453,               0.007453,               0.007453
                    285,               0.029665,               0.012059,               0.010146,             0.00026235,                0.72835,                0.35135,                0.41103,                0.17915,                0.72835,                0.35135,                0.39446,                0.17789,               0.052169,               0.010631,                0.01776,             0.00034618,               0.007444,               0.007444,               0.007444
                    286,               0.028917,               0.011808,               0.010046,             0.00029129,                0.77453,                0.72973,                0.65931,                0.39375,                 0.8039,                0.75676,                0.70204,                0.40007,               0.042574,               0.010946,               0.011104,             0.00032221,               0.007435,               0.007435,               0.007435
                    287,               0.028684,               0.011381,               0.011011,             0.00031225,                0.79319,                0.72571,                 0.6703,                 0.3848,                0.83817,                0.69998,                0.69616,                0.38706,               0.041536,               0.010766,                0.01059,             0.00032833,               0.007426,               0.007426,               0.007426
                    288,               0.028876,                0.01175,               0.010861,             0.00030223,                0.75956,                 0.7027,                0.67651,                0.34326,                0.78959,                0.72973,                0.71261,                 0.3227,               0.041486,              0.0098236,               0.010369,             0.00022991,               0.007417,               0.007417,               0.007417
                    289,                0.02895,               0.012437,               0.011435,             0.00029729,                0.78964,                 0.7027,                0.68944,                0.40094,                0.82807,                0.72973,                0.71932,                0.38541,               0.041108,              0.0099504,              0.0099628,              0.0002976,               0.007408,               0.007408,               0.007408
                    290,               0.031001,               0.011954,                0.01156,             0.00026477,                0.73741,                0.78378,                  0.768,                0.38535,                0.73741,                0.78378,                  0.768,                 0.3741,                0.04251,              0.0095214,              0.0097546,             0.00033869,               0.007399,               0.007399,               0.007399
                    291,               0.029453,               0.013194,               0.010987,             0.00040687,                0.74889,                0.80614,                0.77846,                0.38048,                0.74889,                0.80614,                0.78008,                0.36436,                0.04312,              0.0098592,              0.0093393,             0.00053713,                0.00739,                0.00739,                0.00739
                    292,               0.028895,               0.012522,               0.011733,             0.00029602,                0.73764,                0.78378,                0.74664,                0.34294,                0.73764,                0.78378,                0.76356,                0.34331,               0.044044,              0.0098213,               0.010469,             0.00032959,               0.007381,               0.007381,               0.007381
                    293,               0.028494,               0.012842,               0.010854,             0.00033672,                0.78027,                 0.7027,                0.72843,                0.36641,                0.81028,                0.72973,                0.76748,                0.37117,               0.042345,                0.01052,              0.0097479,             0.00037193,               0.007372,               0.007372,               0.007372
                    294,               0.028097,               0.012354,               0.010076,             0.00029325,                0.85238,                0.64865,                0.73266,                0.38129,                0.88822,                0.67568,                0.75217,                0.36081,               0.042554,               0.010823,               0.011371,             0.00033548,               0.007363,               0.007363,               0.007363
                    295,               0.029105,               0.012175,               0.011156,             0.00034528,                0.84765,                0.75198,                0.73078,                0.39785,                0.84765,                0.75198,                0.72343,                0.37578,               0.041928,               0.012589,               0.010674,             0.00056253,               0.007354,               0.007354,               0.007354
                    296,               0.028506,               0.012363,               0.011021,             0.00026778,                0.84447,                 0.7027,                0.69502,                0.37755,                0.81707,                0.75676,                0.71861,                0.34998,               0.043443,               0.012532,               0.010338,             0.00036844,               0.007345,               0.007345,               0.007345
                    297,               0.027047,               0.011781,               0.010033,             0.00027351,                0.74378,                0.37838,                0.47321,                0.20436,                0.79775,                0.40541,                0.49283,                0.17911,               0.052156,               0.012026,                0.01797,             0.00099152,               0.007336,               0.007336,               0.007336
                    298,               0.029078,                0.01313,               0.011332,             0.00024121,                 0.7855,                0.67568,                0.63465,                 0.3299,                 0.7855,                0.67568,                0.65088,                0.28959,               0.044109,               0.013344,               0.012003,             0.00039305,               0.007327,               0.007327,               0.007327
                    299,               0.028525,               0.012302,               0.010761,             0.00026396,                0.73254,                0.64865,                0.61509,                0.29846,                0.82592,                0.64132,                 0.6524,                0.29768,               0.044234,               0.013203,                0.01172,             0.00041491,               0.007318,               0.007318,               0.007318
                    300,               0.029914,               0.011931,               0.011174,             0.00026052,                0.71191,                0.66803,                0.63389,                0.31736,                0.73999,                0.69245,                0.67307,                0.31151,               0.045271,               0.011506,               0.012327,             0.00065025,               0.007309,               0.007309,               0.007309
                    301,               0.028369,               0.011716,              0.0098788,              0.0002845,                0.78315,                0.62162,                0.66007,                0.31603,                0.78315,                0.62162,                0.65239,                0.29072,               0.044203,               0.013744,               0.012498,             0.00049753,                 0.0073,                 0.0073,                 0.0073
                    302,               0.028405,               0.011597,               0.011261,             0.00027872,                0.84827,                0.21622,                0.29203,                0.10155,                0.73732,                0.18919,                 0.2522,                  0.105,               0.058147,               0.011999,               0.023787,              0.0013971,               0.007291,               0.007291,               0.007291
                    303,               0.027849,               0.012391,               0.012148,             0.00025811,                0.77247,                 0.7027,                0.65266,                0.33715,                0.80398,                0.72973,                0.66505,                0.32983,               0.042126,               0.014593,               0.010688,             0.00034418,               0.007282,               0.007282,               0.007282
                    304,                0.02788,                0.01162,               0.012132,             0.00025284,                0.73273,                0.66705,                0.65774,                0.39421,                0.76236,                 0.6938,                0.68289,                0.35969,               0.040347,               0.013947,               0.011313,             0.00029314,               0.007273,               0.007273,               0.007273
                    305,               0.028089,               0.011931,               0.010863,             0.00048452,                0.72407,                0.64865,                0.64579,                0.37673,                0.75464,                0.67568,                0.64753,                0.35684,               0.041131,               0.013498,               0.011075,              0.0003063,               0.007264,               0.007264,               0.007264
                    306,                0.02811,               0.011071,                 0.0116,              0.0003108,                0.74577,                 0.7027,                0.68469,                0.37282,                0.74577,                 0.7027,                0.70603,                0.35025,               0.042256,               0.012445,               0.011564,             0.00033308,               0.007255,               0.007255,               0.007255
                    307,               0.028019,               0.010955,                0.01071,             0.00026582,                0.74769,                0.72098,                 0.6712,                0.34719,                0.78131,                0.77264,                0.69771,                0.33756,               0.042107,               0.011841,               0.011948,             0.00038137,               0.007246,               0.007246,               0.007246
                    308,               0.027974,               0.011928,               0.011669,             0.00026881,                0.80453,                0.66761,                0.71314,                0.40596,                0.80453,                0.66761,                0.70673,                0.39198,               0.041229,               0.011882,               0.010518,             0.00033892,               0.007237,               0.007237,               0.007237
                    309,               0.028959,               0.012632,               0.010909,             0.00033381,                0.77113,                0.72852,                0.66713,                0.33042,                0.79955,                0.75469,                0.69408,                0.31227,               0.044953,               0.012106,               0.010389,             0.00038349,               0.007228,               0.007228,               0.007228
                    310,               0.028317,               0.012125,               0.011032,              0.0003103,                0.66439,                0.72973,                0.67517,                0.33212,                0.67411,                0.67098,                 0.6676,                 0.3192,               0.044718,               0.010622,                0.01119,             0.00045422,               0.007219,               0.007219,               0.007219
                    311,               0.027603,                0.01122,               0.010041,             0.00030152,                0.74225,                0.78378,                0.67518,                0.34678,                0.74225,                0.78378,                0.67518,                0.34298,               0.043298,               0.011119,               0.011823,             0.00056471,                0.00721,                0.00721,                0.00721
                    312,               0.027588,               0.011442,              0.0099479,             0.00027402,                0.78326,                0.62162,                0.64105,                0.29853,                0.78326,                0.62162,                0.63537,                 0.2835,               0.044658,               0.011287,               0.012434,             0.00057163,               0.007201,               0.007201,               0.007201
                    313,               0.027299,               0.010601,               0.010308,             0.00032608,                0.71506,                0.54054,                0.52833,                0.27173,                0.71506,                0.54054,                0.52833,                0.25056,               0.049598,               0.010748,               0.012996,             0.00039888,               0.007192,               0.007192,               0.007192
                    314,               0.028782,               0.010937,              0.0094777,             0.00026804,                0.70625,                0.64865,                0.62928,                  0.315,                0.70625,                0.64865,                0.62928,                0.30074,               0.046248,                0.01091,                0.01262,             0.00052608,               0.007183,               0.007183,               0.007183
                    315,               0.027297,               0.012698,               0.011221,             0.00029908,                0.60399,                0.74212,                0.60445,                0.34411,                0.62586,                0.76872,                 0.6338,                0.31266,                0.04468,               0.012172,               0.011474,             0.00037039,               0.007174,               0.007174,               0.007174
                    316,                0.02693,                0.01211,              0.0098494,             0.00025515,                0.68527,                0.72973,                0.64578,                0.35417,                0.66868,                0.67568,                0.60659,                0.32438,               0.043979,               0.012244,               0.011634,             0.00030401,               0.007165,               0.007165,               0.007165
                    317,               0.026783,                0.01096,               0.010298,             0.00027098,                0.73013,                0.67568,                0.68315,                0.33541,                0.75933,                 0.7027,                0.71478,                0.33164,               0.044561,               0.011971,               0.011576,             0.00029995,               0.007156,               0.007156,               0.007156
                    318,               0.026294,               0.011914,              0.0099528,              0.0002407,                0.68385,                0.64865,                0.66399,                0.32208,                0.71235,                0.67568,                0.71263,                0.32632,               0.045124,               0.011179,               0.012984,             0.00039116,               0.007147,               0.007147,               0.007147
                    319,               0.027856,               0.011077,               0.010889,             0.00023401,                0.69531,                0.74027,                0.63892,                0.33881,                0.69531,                0.74027,                0.63892,                0.32989,               0.041696,               0.011336,               0.012024,             0.00037342,               0.007138,               0.007138,               0.007138
                    320,               0.029018,               0.013981,               0.010713,             0.00026143,                0.75356,                0.64865,                0.64842,                 0.3301,                0.78549,                0.67568,                0.66977,                 0.3421,                0.04176,               0.011329,               0.011696,             0.00024319,               0.007129,               0.007129,               0.007129
                    321,               0.028433,               0.011638,               0.010776,             0.00023271,                0.65029,                0.54054,                0.53621,                0.30205,                0.68841,                0.56757,                0.58158,                0.31974,               0.044438,               0.010984,                0.01209,             0.00024582,                0.00712,                0.00712,                0.00712
                    322,               0.027518,               0.011012,               0.010291,             0.00028308,                0.69973,                 0.7027,                0.62308,                0.35718,                0.72694,                0.72973,                0.66689,                0.36991,               0.041911,               0.011254,               0.011019,             0.00039368,               0.007111,               0.007111,               0.007111
                    323,               0.026439,               0.012013,               0.010199,             0.00028197,                0.74954,                0.40446,                0.46864,                0.24588,                0.60901,                0.48649,                0.47558,                0.26292,                 0.0484,               0.012723,                0.01491,             0.00039511,               0.007102,               0.007102,               0.007102
                    324,               0.028293,               0.012496,               0.011184,             0.00038657,                0.72326,                0.77711,                0.66177,                0.35989,                0.72326,                0.77711,                0.66177,                0.34643,               0.041301,               0.011671,               0.011246,             0.00058039,               0.007093,               0.007093,               0.007093
                    325,               0.027716,              0.0098368,              0.0095492,             0.00026416,                0.71341,                0.75676,                 0.6238,                0.32981,                0.71341,                0.75676,                 0.6238,                0.32403,               0.041867,               0.011045,               0.011785,              0.0005567,               0.007084,               0.007084,               0.007084
                    326,               0.027889,                0.01186,               0.010718,             0.00027753,                0.72836,                0.72973,                  0.614,                0.33513,                0.72836,                0.72973,                  0.614,                0.31986,               0.042685,               0.010923,               0.011943,             0.00060144,               0.007075,               0.007075,               0.007075
                    327,               0.029305,               0.012427,               0.011663,             0.00023547,                0.76219,                0.45946,                0.52139,                 0.2719,                0.76219,                0.45946,                0.52497,                0.24592,               0.048559,               0.010943,               0.013958,             0.00036123,               0.007066,               0.007066,               0.007066
                    328,                 0.0259,               0.011336,              0.0094334,              0.0002491,                0.65389,                0.67568,                0.60651,                0.34334,                0.66394,                0.67568,                0.59273,                0.32005,               0.046777,               0.012453,               0.011752,             0.00041222,               0.007057,               0.007057,               0.007057
                    329,                0.02762,               0.012185,              0.0098649,             0.00022505,                0.61473,                0.72973,                0.61746,                0.36508,                0.68152,                0.62162,                0.60167,                0.32492,               0.045434,               0.011748,                0.01123,               0.000397,               0.007048,               0.007048,               0.007048
                    330,               0.025567,               0.011727,               0.009909,             0.00024438,                0.73615,                0.64865,                0.64554,                 0.3571,                0.76553,                0.62162,                0.62227,                0.32394,                0.04731,               0.012619,               0.010538,              0.0003701,               0.007039,               0.007039,               0.007039
                    331,               0.026181,               0.010964,              0.0095334,             0.00025486,                0.59547,                0.62162,                0.56971,                0.30303,                0.62163,                0.64865,                 0.5996,                 0.3083,               0.046684,               0.012866,               0.011849,             0.00036638,                0.00703,                0.00703,                0.00703
                    332,               0.025317,               0.010655,              0.0097768,             0.00030493,                0.65481,                0.66665,                0.65337,                0.30829,                0.64248,                0.64865,                0.63398,                0.30117,               0.045996,               0.012539,               0.012214,             0.00028627,               0.007021,               0.007021,               0.007021
                    333,               0.028256,               0.012402,               0.010006,             0.00024119,                0.66172,                0.74032,                0.70593,                0.37777,                0.66172,                0.74032,                0.70035,                0.37405,               0.044062,               0.011936,               0.011469,             0.00034395,               0.007012,               0.007012,               0.007012
                    334,               0.026526,               0.012229,               0.010717,              0.0002421,                 0.5718,                0.62162,                0.59449,                0.30753,                0.59759,                0.59459,                 0.6338,                0.31118,               0.045673,               0.012065,                0.01376,             0.00036896,               0.007003,               0.007003,               0.007003
                    335,               0.026003,               0.011196,               0.010173,              0.0003087,                0.70419,                0.70785,                0.66519,                0.35056,                 0.7735,                0.64617,                0.64635,                 0.3346,               0.044155,               0.012787,               0.013437,             0.00037457,               0.006994,               0.006994,               0.006994
                    336,               0.027934,               0.011118,              0.0099085,             0.00023145,                 0.6686,                0.72973,                0.62929,                0.30701,                0.72504,                0.64157,                0.61419,                0.28047,               0.045064,               0.012333,                0.01404,             0.00040884,               0.006985,               0.006985,               0.006985
                    337,               0.026765,               0.010659,               0.010007,             0.00024673,                0.71112,                0.48649,                 0.4839,                0.19598,                0.71112,                0.48649,                0.50202,                0.19482,               0.051518,               0.011724,               0.015502,             0.00034378,               0.006976,               0.006976,               0.006976
                    338,                0.02676,                0.01119,              0.0099792,             0.00023438,                0.76419,                0.64865,                0.66444,                 0.3733,                0.79603,                0.67568,                0.70743,                0.34517,                0.04306,               0.011415,               0.010086,             0.00052048,               0.006967,               0.006967,               0.006967
                    339,               0.026192,               0.010842,              0.0097453,             0.00024497,                0.79088,                0.13514,                0.19457,               0.080859,                0.50985,                0.18919,                0.24207,               0.080133,               0.058567,               0.011249,               0.024625,               0.001861,               0.006958,               0.006958,               0.006958
                    340,               0.025768,               0.011225,                0.01015,             0.00035178,                0.67212,                0.72973,                0.68821,                 0.3544,                0.67212,                0.72973,                0.68655,                0.33531,               0.042952,               0.011655,                0.01119,              0.0003138,               0.006949,               0.006949,               0.006949
                    341,               0.025776,               0.010645,               0.010427,             0.00026288,                0.74954,                  0.728,                0.67502,                0.35151,                0.74151,                0.67568,                0.65509,                0.33634,               0.042061,                 0.0117,               0.011072,             0.00033148,                0.00694,                0.00694,                0.00694
                    342,               0.026898,                0.01192,              0.0097175,             0.00023308,                0.76877,                0.72973,                0.75799,                0.40756,                0.74003,                 0.7027,                0.74287,                 0.3957,               0.041159,               0.011124,               0.010872,             0.00027975,               0.006931,               0.006931,               0.006931
                    343,               0.028142,               0.011426,               0.010986,             0.00021878,                0.74453,                0.72973,                0.66519,                0.35943,                0.75115,                 0.7027,                0.69462,                0.34671,               0.041812,                 0.0109,               0.011897,             0.00033222,               0.006922,               0.006922,               0.006922
                    344,               0.026995,               0.010914,              0.0098807,             0.00025786,                0.79138,                0.67568,                0.66013,                0.28436,                0.79138,                0.67568,                0.66075,                0.26932,               0.046383,               0.013043,               0.012489,             0.00039637,               0.006913,               0.006913,               0.006913
                    345,                0.02627,               0.012186,               0.010853,             0.00033399,                0.74467,                0.72973,                0.69084,                0.33725,                0.70592,                 0.7027,                0.68631,                0.30255,               0.046204,               0.012954,               0.011816,             0.00035357,               0.006904,               0.006904,               0.006904
                    346,               0.024161,               0.010712,              0.0093631,             0.00023941,                0.75916,                 0.7027,                0.69231,                 0.3544,                0.78847,                0.72973,                0.72996,                0.33658,               0.044066,               0.013067,               0.011896,             0.00035769,               0.006895,               0.006895,               0.006895
                    347,               0.025694,               0.010553,               0.010513,             0.00022935,                0.63837,                0.57263,                0.56182,                0.29882,                0.66831,                0.59912,                0.64955,                0.28727,               0.047189,               0.012309,               0.013546,             0.00028976,               0.006886,               0.006886,               0.006886
                    348,               0.027678,               0.011243,              0.0099836,             0.00024172,                0.59305,                0.59088,                0.60084,                0.31347,                0.62136,                0.62162,                0.62594,                0.28449,               0.047677,               0.011723,               0.013864,              0.0002738,               0.006877,               0.006877,               0.006877
